G:\Code\DarkSoulsMods\soulstruct-git\venv\Scripts\python.exe G:/Code/DarkSoulsMods/soulstruct-git/soulstruct/__main__.py
FOG_BANK 0 | s16 | s16 | fogBeginZ | 開始距離[m] | フォグの開始距離です
EQUIP_PARAM_PROTECTOR_ST 116 | u8 | u8 | invisibleFlag37:1 | #37#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 117 | u8 | u8 | invisibleFlag38:1 | #38#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 118 | u8 | u8 | invisibleFlag39:1 | #39#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 119 | u8 | u8 | invisibleFlag40:1 | #40#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 120 | u8 | u8 | invisibleFlag41:1 | #41#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 121 | u8 | u8 | invisibleFlag42:1 | #42#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 122 | u8 | u8 | invisibleFlag43:1 | #43#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 123 | u8 | u8 | invisibleFlag44:1 | #44#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 124 | u8 | u8 | invisibleFlag45:1 | #45#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 125 | u8 | u8 | invisibleFlag46:1 | #46#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 126 | u8 | u8 | invisibleFlag47:1 | #47#非表示 | 
EQUIP_PARAM_PROTECTOR_ST 127 | EQUIP_BOOL | u8 | disableMultiDropShare:1 | マルチドロップ共有禁止か | マルチドロップ共有禁止か
EQUIP_PARAM_PROTECTOR_ST 128 | EQUIP_BOOL | u8 | simpleModelForDlc:1 | DLC用シンプルモデルありか | ＤＬＣ用シンプルモデルが存在しているか
EQUIP_PARAM_PROTECTOR_ST 129 | dummy8 | dummy8 | pad_0[1] | パディング | 
EQUIP_PARAM_PROTECTOR_ST 130 | s16 | s16 | oldSortId | 旧ソートID | 旧ソートID(-1:集めない)
EQUIP_PARAM_PROTECTOR_ST 131 | dummy8 | dummy8 | pad_1[6] | パディング | 
EQUIP_PARAM_WEAPON_ST 0 | s32 | s32 | behaviorVariationId | 行動バリエーションID | 攻撃時に参照する行動パラメータIDを決定するときに使う
EQUIP_PARAM_WEAPON_ST 1 | s32 | s32 | sortId | ソートID | ソートID(-1:集めない)
EQUIP_PARAM_WEAPON_ST 2 | u32 | u32 | wanderingEquipId | 徘徊装備ID | 徘徊ゴースト用の差し替え装備ID.
EQUIP_PARAM_WEAPON_ST 3 | f32 | f32 | weight | 重量[kg] | 重量[kg].
EQUIP_PARAM_WEAPON_ST 4 | f32 | f32 | weaponWeightRate | 装備重量比率 | 装備重量比率
EQUIP_PARAM_WEAPON_ST 5 | s32 | s32 | fixPrice | 修理価格 | 修理基本価格
EQUIP_PARAM_WEAPON_ST 6 | s32 | s32 | basicPrice | 基本価格 | 基本価格
EQUIP_PARAM_WEAPON_ST 7 | s32 | s32 | sellValue | 販売価格 | 販売価格
EQUIP_PARAM_WEAPON_ST 8 | f32 | f32 | correctStrength | 筋力補正 | キャラパラ補正値.
EQUIP_PARAM_WEAPON_ST 9 | f32 | f32 | correctAgility | 俊敏補正 | キャラパラ補正値.
EQUIP_PARAM_WEAPON_ST 10 | f32 | f32 | correctMagic | 魔力補正 | キャラパラ補正値.
EQUIP_PARAM_WEAPON_ST 11 | f32 | f32 | correctFaith | 信仰補正 | キャラパラ補正値.
EQUIP_PARAM_WEAPON_ST 12 | f32 | f32 | physGuardCutRate | ガード時物理攻撃カット率 | ガード時のダメージカット率を各攻撃ごとに設定
EQUIP_PARAM_WEAPON_ST 13 | f32 | f32 | magGuardCutRate | ガード時魔法攻撃カット率 | ガード攻撃でない場合は、0を入れる
EQUIP_PARAM_WEAPON_ST 14 | f32 | f32 | fireGuardCutRate | ガード時炎攻撃力カット率 | 炎攻撃をどれだけカットするか？
EQUIP_PARAM_WEAPON_ST 15 | f32 | f32 | thunGuardCutRate | ガード時電撃攻撃力カット率 | 電撃攻撃をどれだけカットするか？
EQUIP_PARAM_WEAPON_ST 16 | s32 | s32 | spEffectBehaviorId0 | 特殊効果行動ID0 | 武器に特殊効果を追加するときに登録する
EQUIP_PARAM_WEAPON_ST 17 | s32 | s32 | spEffectBehaviorId1 | 特殊効果行動ID1 | 武器に特殊効果を追加するときに登録する
EQUIP_PARAM_WEAPON_ST 18 | s32 | s32 | spEffectBehaviorId2 | 特殊効果行動ID2 | 武器に特殊効果を追加するときに登録する
EQUIP_PARAM_WEAPON_ST 19 | s32 | s32 | residentSpEffectId | 常駐特殊効果ID | 常駐特殊効果ID0
EQUIP_PARAM_WEAPON_ST 20 | s32 | s32 | residentSpEffectId1 | 常駐特殊効果ID1 | 常駐特殊効果ID1
EQUIP_PARAM_WEAPON_ST 21 | s32 | s32 | residentSpEffectId2 | 常駐特殊効果ID2 | 常駐特殊効果ID2
EQUIP_PARAM_WEAPON_ST 22 | s32 | s32 | materialSetId | 素材ID | 武器強化に必要な素材パラメータID
EQUIP_PARAM_WEAPON_ST 23 | s32 | s32 | originEquipWep | 派生元 | この武器の強化元武器ID
EQUIP_PARAM_WEAPON_ST 24 | s32 | s32 | originEquipWep1 | 派生元 強化+1 | この武器の強化元武器ID1
EQUIP_PARAM_WEAPON_ST 25 | s32 | s32 | originEquipWep2 | 派生元 強化+2 | この武器の強化元武器ID2
EQUIP_PARAM_WEAPON_ST 26 | s32 | s32 | originEquipWep3 | 派生元 強化+3 | この武器の強化元武器ID3
EQUIP_PARAM_WEAPON_ST 27 | s32 | s32 | originEquipWep4 | 派生元 強化+4 | この武器の強化元武器ID4
EQUIP_PARAM_WEAPON_ST 28 | s32 | s32 | originEquipWep5 | 派生元 強化+5 | この武器の強化元武器ID5
EQUIP_PARAM_WEAPON_ST 29 | s32 | s32 | originEquipWep6 | 派生元 強化+6 | この武器の強化元武器ID6
EQUIP_PARAM_WEAPON_ST 30 | s32 | s32 | originEquipWep7 | 派生元 強化+7 | この武器の強化元武器ID7
EQUIP_PARAM_WEAPON_ST 31 | s32 | s32 | originEquipWep8 | 派生元 強化+8 | この武器の強化元武器ID8
EQUIP_PARAM_WEAPON_ST 32 | s32 | s32 | originEquipWep9 | 派生元 強化+9 | この武器の強化元武器ID9
EQUIP_PARAM_WEAPON_ST 33 | s32 | s32 | originEquipWep10 | 派生元 強化+10 | この武器の強化元武器ID10
EQUIP_PARAM_WEAPON_ST 34 | s32 | s32 | originEquipWep11 | 派生元 強化+11 | この武器の強化元武器ID11
EQUIP_PARAM_WEAPON_ST 35 | s32 | s32 | originEquipWep12 | 派生元 強化+12 | この武器の強化元武器ID12
EQUIP_PARAM_WEAPON_ST 36 | s32 | s32 | originEquipWep13 | 派生元 強化+13 | この武器の強化元武器ID13
EQUIP_PARAM_WEAPON_ST 37 | s32 | s32 | originEquipWep14 | 派生元 強化+14 | この武器の強化元武器ID14
EQUIP_PARAM_WEAPON_ST 38 | s32 | s32 | originEquipWep15 | 派生元 強化+15 | この武器の強化元武器ID15
EQUIP_PARAM_WEAPON_ST 39 | f32 | f32 | antiDemonDamageRate | 対デーモンダメージ倍率 | 対デーモン用のダメージ倍率
EQUIP_PARAM_WEAPON_ST 40 | f32 | f32 | antSaintDamageRate | 対神聖ダメージ倍率 | 対神聖弱点用ダメージ倍率
EQUIP_PARAM_WEAPON_ST 41 | f32 | f32 | antWeakA_DamageRate | 対弱点Aダメージ倍率 | 対弱点A用ダメージ倍率
EQUIP_PARAM_WEAPON_ST 42 | f32 | f32 | antWeakB_DamageRate | 対弱点Bダメージ倍率 | 対弱点B用ダメージ倍率
EQUIP_PARAM_WEAPON_ST 43 | s32 | s32 | vagrantItemLotId | ベイグラント時アイテム抽選ID | -1：ベイグラントなし 0：抽選なし 1〜：抽選あり
EQUIP_PARAM_WEAPON_ST 44 | s32 | s32 | vagrantBonusEneDropItemLotId | ベイグラントボーナス敵ドロップアイテム抽選ID | -1：ドロップなし 0：抽選なし 1〜：抽選あり
EQUIP_PARAM_WEAPON_ST 45 | s32 | s32 | vagrantItemEneDropItemLotId | ベイグラントアイテム敵ドロップアイテム抽選ID | -1：ドロップなし 0：抽選なし 1〜：抽選あり
EQUIP_PARAM_WEAPON_ST 46 | u16 | u16 | equipModelId | 装備モデル番号 | 装備モデルの番号.
EQUIP_PARAM_WEAPON_ST 47 | u16 | u16 | iconId | アイコンID | メニューアイコンID.
EQUIP_PARAM_WEAPON_ST 48 | u16 | u16 | durability | 耐久度 | 初期耐久度.
EQUIP_PARAM_WEAPON_ST 49 | u16 | u16 | durabilityMax | 耐久度最大値 | 新品耐久度.
EQUIP_PARAM_WEAPON_ST 50 | u16 | u16 | attackThrowEscape | 投げ抜け攻撃力基本値 | 投げ抜け攻撃力の基本値
EQUIP_PARAM_WEAPON_ST 51 | s16 | s16 | parryDamageLife | パリィ発生時間[frame] | パリィダメージの寿命を制限する。TimeActで設定されている以上には持続しない。
EQUIP_PARAM_WEAPON_ST 52 | u16 | u16 | attackBasePhysics | 物理攻撃力基本値 | 敵のＨＰにダメージを与える物理属性攻撃の基本値
EQUIP_PARAM_WEAPON_ST 53 | u16 | u16 | attackBaseMagic | 魔法攻撃力基本値 | 敵のＨＰにダメージを与える魔法属性攻撃の基本値
EQUIP_PARAM_WEAPON_ST 54 | u16 | u16 | attackBaseFire | 炎攻撃力基本値 | 敵のＨＰにダメージを与える炎属性攻撃の基本値
EQUIP_PARAM_WEAPON_ST 55 | u16 | u16 | attackBaseThunder | 電撃攻撃力基本値 | 敵のＨＰにダメージを与える電撃属性攻撃の基本値
EQUIP_PARAM_WEAPON_ST 56 | u16 | u16 | attackBaseStamina | スタミナ攻撃力 | 敵へのスタミナ攻撃力
EQUIP_PARAM_WEAPON_ST 57 | u16 | u16 | saWeaponDamage | SA武器攻撃力 | スーパーアーマー基本攻撃力
EQUIP_PARAM_WEAPON_ST 58 | s16 | s16 | saDurability | SA耐久値 | 攻撃モーション中に使われる追加SA耐久値
EQUIP_PARAM_WEAPON_ST 59 | s16 | s16 | guardAngle | ガード範囲[deg] | 武器のガード時の防御発生範囲角度
EQUIP_PARAM_WEAPON_ST 60 | s16 | s16 | staminaGuardDef | ガード時スタミナ防御力 | ガード成功時に、敵のスタミナ攻撃に対する防御力
EQUIP_PARAM_WEAPON_ST 61 | s16 | s16 | reinforceTypeId | 強化タイプID | 強化タイプID
EQUIP_PARAM_WEAPON_ST 62 | s16 | s16 | trophySGradeId | トロフィーＳグレードID | トロフィーシステムに関係あるか？
EQUIP_PARAM_WEAPON_ST 63 | s16 | s16 | trophySeqId | トロフィーSEQ番号 | トロフィーのSEQ番号（１３〜２９）
EQUIP_PARAM_WEAPON_ST 64 | s16 | s16 | throwAtkRate | 投げ攻撃力倍率 | 投げの攻撃力倍率
EQUIP_PARAM_WEAPON_ST 65 | s16 | s16 | bowDistRate | 弓飛距離補正[％] | 飛距離を伸ばすアップ％
EQUIP_PARAM_WEAPON_ST 66 | EQUIP_MODEL_CATEGORY | u8 | equipModelCategory | 装備モデル種別 | 装備モデルの種別.
EQUIP_PARAM_WEAPON_ST 67 | EQUIP_MODEL_GENDER | u8 | equipModelGender | 装備モデル性別 | 装備モデルの性別.
EQUIP_PARAM_WEAPON_ST 68 | WEAPON_CATEGORY | u8 | weaponCategory | 武器カテゴリ | 武器のカテゴリ.
EQUIP_PARAM_WEAPON_ST 69 | WEPMOTION_CATEGORY | u8 | wepmotionCategory | 武器モーションカテゴリ | 武器モーションのカテゴリ.
EQUIP_PARAM_WEAPON_ST 70 | GUARDMOTION_CATEGORY | u8 | guardmotionCategory | ガードモーションカテゴリ | ガードモーションのカテゴリ
EQUIP_PARAM_WEAPON_ST 71 | WEP_MATERIAL_ATK | u8 | atkMaterial | 攻撃材質 | 攻撃パラから使用される攻撃材質
EQUIP_PARAM_WEAPON_ST 72 | WEP_MATERIAL_DEF | u8 | defMaterial | 防御材質 | 攻撃パラから使用される防御材質
EQUIP_PARAM_WEAPON_ST 73 | WEP_MATERIAL_DEF_SFX | u8 | defSfxMaterial | 防御SFX材質 | 攻撃パラから使用される防御SFX材質
EQUIP_PARAM_WEAPON_ST 74 | WEP_CORRECT_TYPE | u8 | correctType | 補正タイプ | 一次パラメータによる補正グラフのタイプを決める
EQUIP_PARAM_WEAPON_ST 75 | ATKPARAM_SPATTR_TYPE | u8 | spAttribute | 特殊属性 | 武器の特殊属性値
EQUIP_PARAM_WEAPON_ST 76 | u8 | u8 | spAtkcategory | 特殊攻撃カテゴリ | 特殊攻撃カテゴリ（50〜199まで可能)
EQUIP_PARAM_WEAPON_ST 77 | u8 | u8 | wepmotionOneHandId | 武器モーション片手ID | 片手装備時の基本モーションID.
EQUIP_PARAM_WEAPON_ST 78 | u8 | u8 | wepmotionBothHandId | 武器モーション両手ID | 両手装備時の基本モーションID.
EQUIP_PARAM_WEAPON_ST 79 | u8 | u8 | properStrength | 装備適正筋力 | 装備適正値.
EQUIP_PARAM_WEAPON_ST 80 | u8 | u8 | properAgility | 装備適正俊敏 | 装備適正値.
EQUIP_PARAM_WEAPON_ST 81 | u8 | u8 | properMagic | 装備適正魔力 | 装備適正値.
EQUIP_PARAM_WEAPON_ST 82 | u8 | u8 | properFaith | 装備適正信仰 | 装備適正値.
EQUIP_PARAM_WEAPON_ST 83 | u8 | u8 | overStrength | 筋力オーバー開始値 | 筋力オーバー開始値
EQUIP_PARAM_WEAPON_ST 84 | u8 | u8 | attackBaseParry | パリィ攻撃基本値 | 敵のパリィをやぶるための基本値
EQUIP_PARAM_WEAPON_ST 85 | u8 | u8 | defenseBaseParry | パリィ防御値 | パリィ判定時に、パリィになるかガードになるかの判定に利用
EQUIP_PARAM_WEAPON_ST 86 | u8 | u8 | guardBaseRepel | はじき防御力基本値 | ガード敵を攻撃した時に、はじかれるかどうかの判定に利用
EQUIP_PARAM_WEAPON_ST 87 | u8 | u8 | attackBaseRepel | はじき攻撃力基本値 | 敵の攻撃をガードしたときに、はじけるかどうかの判定に利用
EQUIP_PARAM_WEAPON_ST 88 | s8 | s8 | guardCutCancelRate | ガードカット無効化倍率 | 相手のガードカットを無効化させる倍率。-100で完全無効。100で相手の防御効果倍増。
EQUIP_PARAM_WEAPON_ST 89 | s8 | s8 | guardLevel | ガードレベル | ガードしたとき、敵の攻撃をどのガードモーションで受けるか？を決める
EQUIP_PARAM_WEAPON_ST 90 | s8 | s8 | slashGuardCutRate | 斬撃攻撃カット率 | 攻撃タイプを見て、斬撃属性のダメージを何％カットするか？を指定
EQUIP_PARAM_WEAPON_ST 91 | s8 | s8 | blowGuardCutRate | 打撃攻撃カット率 | 攻撃タイプを見て、打撃属性のダメージを何％カットするか？を指定
EQUIP_PARAM_WEAPON_ST 92 | s8 | s8 | thrustGuardCutRate | 刺突攻撃カット率 | 攻撃タイプを見て、刺突属性のダメージを何％カットするか？を指定
EQUIP_PARAM_WEAPON_ST 93 | s8 | s8 | poisonGuardResist | 毒耐性カット率 | 毒にする攻撃力（特殊効果パラメータに設定）をどれだけカットするか
EQUIP_PARAM_WEAPON_ST 94 | s8 | s8 | diseaseGuardResist | 疫病攻撃カット率 | 疫病にする攻撃力（特殊効果パラメータに設定）をどれだけカットするか
EQUIP_PARAM_WEAPON_ST 95 | s8 | s8 | bloodGuardResist | 出血攻撃カット率 | 出血にする攻撃力（特殊効果パラメータに設定）をどれだけカットするか
EQUIP_PARAM_WEAPON_ST 96 | s8 | s8 | curseGuardResist | 呪攻撃カット率 | 呪いにする攻撃力（特殊効果パラメータに設定）をどれだけカットするか
EQUIP_PARAM_WEAPON_ST 97 | DURABILITY_DIVERGENCE_CATEGORY | u8 | isDurabilityDivergence | 耐久度で分岐するか | 魔法使用武器対応：耐久度によるモーション分岐
EQUIP_PARAM_WEAPON_ST 98 | EQUIP_BOOL | u8 | rightHandEquipable:1 | 右手装備 | 右手装備可能か.
EQUIP_PARAM_WEAPON_ST 99 | EQUIP_BOOL | u8 | leftHandEquipable:1 | 左手装備 | 左手装備可能か.
EQUIP_PARAM_WEAPON_ST 100 | EQUIP_BOOL | u8 | bothHandEquipable:1 | 両手装備 | 両手装備可能か.
EQUIP_PARAM_WEAPON_ST 101 | EQUIP_BOOL | u8 | arrowSlotEquipable:1 | 弓矢弾装備 | 弓用矢弾装備可能か.
EQUIP_PARAM_WEAPON_ST 102 | EQUIP_BOOL | u8 | boltSlotEquipable:1 | 弩矢弾装備 | 弩用矢弾装備可能か.
EQUIP_PARAM_WEAPON_ST 103 | EQUIP_BOOL | u8 | enableGuard:1 | ガード可能 | 左手装備時L1でガード
EQUIP_PARAM_WEAPON_ST 104 | EQUIP_BOOL | u8 | enableParry:1 | パリィ可能 | 左手装備時L2でパリィ
EQUIP_PARAM_WEAPON_ST 105 | EQUIP_BOOL | u8 | enableMagic:1 | 魔法可能 | 攻撃時に魔法発動
EQUIP_PARAM_WEAPON_ST 106 | EQUIP_BOOL | u8 | enableSorcery:1 | 呪術可能 | 攻撃時に呪術発動
EQUIP_PARAM_WEAPON_ST 107 | EQUIP_BOOL | u8 | enableMiracle:1 | 奇蹟可能 | 攻撃時に奇蹟発動
EQUIP_PARAM_WEAPON_ST 108 | EQUIP_BOOL | u8 | enableVowMagic:1 | 誓約魔法可能 | 攻撃時に誓約魔法発動
EQUIP_PARAM_WEAPON_ST 109 | EQUIP_BOOL | u8 | isNormalAttackType:1 | 通常 | メニュー表示用攻撃タイプ。通常か
EQUIP_PARAM_WEAPON_ST 110 | EQUIP_BOOL | u8 | isBlowAttackType:1 | 打撃 | メニュー表示用攻撃タイプ。打撃か
EQUIP_PARAM_WEAPON_ST 111 | EQUIP_BOOL | u8 | isSlashAttackType:1 | 斬撃 | メニュー表示用攻撃タイプ。斬撃か
EQUIP_PARAM_WEAPON_ST 112 | EQUIP_BOOL | u8 | isThrustAttackType:1 | 刺突 | メニュー表示用攻撃タイプ。刺突か
EQUIP_PARAM_WEAPON_ST 113 | EQUIP_BOOL | u8 | isEnhance:1 | エンチャント可能か？ | 松脂などで、強化可能か？
EQUIP_PARAM_WEAPON_ST 114 | EQUIP_BOOL | u8 | isLuckCorrect:1 | 運補正あるか | 運による攻撃力補正があるか
EQUIP_PARAM_WEAPON_ST 115 | EQUIP_BOOL | u8 | isCustom:1 | 強化できるか？ | 強化ショップで強化対象リストに並ぶ(仕様変更で削除するかも？)
EQUIP_PARAM_WEAPON_ST 116 | EQUIP_BOOL | u8 | disableBaseChangeReset:1 | 転職リセット禁止か | 転職リセット禁止か
EQUIP_PARAM_WEAPON_ST 117 | EQUIP_BOOL | u8 | disableRepair:1 | 修理禁止か | 修理禁止か
EQUIP_PARAM_WEAPON_ST 118 | EQUIP_BOOL | u8 | isDarkHand:1 | ダークハンドか | ダークハンドか
EQUIP_PARAM_WEAPON_ST 119 | EQUIP_BOOL | u8 | simpleModelForDlc:1 | DLC用シンプルモデルありか | ＤＬＣ用シンプルモデルが存在しているか
EQUIP_PARAM_WEAPON_ST 120 | EQUIP_BOOL | u8 | lanternWep:1 | ランタン武器 | ランタン武器か
EQUIP_PARAM_WEAPON_ST 121 | EQUIP_BOOL | u8 | isVersusGhostWep:1 | 対霊武器 | 対霊武器か
EQUIP_PARAM_WEAPON_ST 122 | WEP_BASE_CHANGE_CATEGORY | u8 | baseChangeCategory:6 | 武器転職カテゴリ | 武器転職カテゴリ
EQUIP_PARAM_WEAPON_ST 123 | EQUIP_BOOL | u8 | isDragonSlayer:1 | 竜狩りか | 竜狩り武器か
EQUIP_PARAM_WEAPON_ST 124 | EQUIP_BOOL | u8 | isDeposit:1 | 預けれるか | 倉庫に預けれるか
EQUIP_PARAM_WEAPON_ST 125 | EQUIP_BOOL | u8 | disableMultiDropShare:1 | マルチドロップ共有禁止か | マルチドロップ共有禁止か
EQUIP_PARAM_WEAPON_ST 126 | dummy8 | dummy8 | pad_0[1] | パディング | 
EQUIP_PARAM_WEAPON_ST 127 | s16 | s16 | oldSortId | 旧ソートID | 旧ソートID(-1:集めない)
EQUIP_PARAM_WEAPON_ST 128 | s16 | s16 | levelSyncCorrectID | レベルの同期ID | レベルの同期ID
EQUIP_PARAM_WEAPON_ST 129 | dummy8 | dummy8 | pad_1[6] | パディング | 
FACE_PARAM_ST 0 | u8 | u8 | faceGeoData00 | 顔作成ジオメトリデータ00 | 顔作成ジオメトリデータ00
FACE_PARAM_ST 1 | u8 | u8 | faceGeoData01 | 顔作成ジオメトリデータ01 | 顔作成ジオメトリデータ01
FACE_PARAM_ST 2 | u8 | u8 | faceGeoData02 | 顔作成ジオメトリデータ02 | 顔作成ジオメトリデータ02
FACE_PARAM_ST 3 | u8 | u8 | faceGeoData03 | 顔作成ジオメトリデータ03 | 顔作成ジオメトリデータ03
FACE_PARAM_ST 4 | u8 | u8 | faceGeoData04 | 顔作成ジオメトリデータ04 | 顔作成ジオメトリデータ04
FACE_PARAM_ST 5 | u8 | u8 | faceGeoData05 | 顔作成ジオメトリデータ05 | 顔作成ジオメトリデータ05
FACE_PARAM_ST 6 | u8 | u8 | faceGeoData06 | 顔作成ジオメトリデータ06 | 顔作成ジオメトリデータ06
FACE_PARAM_ST 7 | u8 | u8 | faceGeoData07 | 顔作成ジオメトリデータ07 | 顔作成ジオメトリデータ07
FACE_PARAM_ST 8 | u8 | u8 | faceGeoData08 | 顔作成ジオメトリデータ08 | 顔作成ジオメトリデータ08
FACE_PARAM_ST 9 | u8 | u8 | faceGeoData09 | 顔作成ジオメトリデータ09 | 顔作成ジオメトリデータ09
FACE_PARAM_ST 10 | u8 | u8 | faceGeoData10 | 顔作成ジオメトリデータ10 | 顔作成ジオメトリデータ10
FACE_PARAM_ST 11 | u8 | u8 | faceGeoData11 | 顔作成ジオメトリデータ11 | 顔作成ジオメトリデータ11
FACE_PARAM_ST 12 | u8 | u8 | faceGeoData12 | 顔作成ジオメトリデータ12 | 顔作成ジオメトリデータ12
FACE_PARAM_ST 13 | u8 | u8 | faceGeoData13 | 顔作成ジオメトリデータ13 | 顔作成ジオメトリデータ13
FACE_PARAM_ST 14 | u8 | u8 | faceGeoData14 | 顔作成ジオメトリデータ14 | 顔作成ジオメトリデータ14
FACE_PARAM_ST 15 | u8 | u8 | faceGeoData15 | 顔作成ジオメトリデータ15 | 顔作成ジオメトリデータ15
FACE_PARAM_ST 16 | u8 | u8 | faceGeoData16 | 顔作成ジオメトリデータ16 | 顔作成ジオメトリデータ16
FACE_PARAM_ST 17 | u8 | u8 | faceGeoData17 | 顔作成ジオメトリデータ17 | 顔作成ジオメトリデータ17
FACE_PARAM_ST 18 | u8 | u8 | faceGeoData18 | 顔作成ジオメトリデータ18 | 顔作成ジオメトリデータ18
FACE_PARAM_ST 19 | u8 | u8 | faceGeoData19 | 顔作成ジオメトリデータ19 | 顔作成ジオメトリデータ19
FACE_PARAM_ST 20 | u8 | u8 | faceGeoData20 | 顔作成ジオメトリデータ20 | 顔作成ジオメトリデータ20
FACE_PARAM_ST 21 | u8 | u8 | faceGeoData21 | 顔作成ジオメトリデータ21 | 顔作成ジオメトリデータ21
FACE_PARAM_ST 22 | u8 | u8 | faceGeoData22 | 顔作成ジオメトリデータ22 | 顔作成ジオメトリデータ22
FACE_PARAM_ST 23 | u8 | u8 | faceGeoData23 | 顔作成ジオメトリデータ23 | 顔作成ジオメトリデータ23
FACE_PARAM_ST 24 | u8 | u8 | faceGeoData24 | 顔作成ジオメトリデータ24 | 顔作成ジオメトリデータ24
FACE_PARAM_ST 25 | u8 | u8 | faceGeoData25 | 顔作成ジオメトリデータ25 | 顔作成ジオメトリデータ25
FACE_PARAM_ST 26 | u8 | u8 | faceGeoData26 | 顔作成ジオメトリデータ26 | 顔作成ジオメトリデータ26
FACE_PARAM_ST 27 | u8 | u8 | faceGeoData27 | 顔作成ジオメトリデータ27 | 顔作成ジオメトリデータ27
FACE_PARAM_ST 28 | u8 | u8 | faceGeoData28 | 顔作成ジオメトリデータ28 | 顔作成ジオメトリデータ28
FACE_PARAM_ST 29 | u8 | u8 | faceGeoData29 | 顔作成ジオメトリデータ29 | 顔作成ジオメトリデータ29
FACE_PARAM_ST 30 | u8 | u8 | faceGeoData30 | 顔作成ジオメトリデータ30 | 顔作成ジオメトリデータ30
FACE_PARAM_ST 31 | u8 | u8 | faceGeoData31 | 顔作成ジオメトリデータ31 | 顔作成ジオメトリデータ31
